,smiles
7482,N#Cc1cc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)cs1
7483,NC(=O)Nc1sc(C#Cc2csc(CO)c2)cc1C(N)=O
7484,COC(=O)c1ccc(-c2[nH]nc3c2Cc2cc(CNC4CCC(O)CC4)ccc2-3)o1
7485,COc1ccc(-c2c3c(nc4nc(SCCc5ccccc5)nc(N)c24)CCCC3)cc1OC
7486,N#Cc1c(SCC(=O)c2ccccc2)nc2c(c1-c1ccsc1)CCCC2
7487,N#Cc1sc2nc3c(c(-c4ccco4)c2c1N)CCCC3
7488,N#Cc1c(SCc2ccccc2)nc2c(c1-c1ccsc1)CCCC2
7489,N#Cc1c(SCc2ccccc2)nc2c(c1-c1cccs1)CCCC2
7490,N#Cc1c(SCc2ccc(Cl)cc2)nc2c(c1-c1ccsc1)CCCC2
7491,N#Cc1c(SCc2ccc(F)cc2)nc2c(c1-c1cccs1)CCCC2
7492,N#Cc1c(SCC(=O)c2ccc(Cl)cc2)nc2c(c1-c1ccsc1)CCCC2
7493,Nc1c2c(nc3ccccc13)CCCC2
7494,COc1ccc(-c2c3c(nc4nc(SCC(=O)c5ccc(Br)cc5)nc(N)c24)CCCC3)cc1OC
7495,NCCCn1cc(C2=C(c3ccc4ccccc4n3)C(=O)NC2=O)c2ccccc21
7496,CC(Oc1cc(-n2cnc3cc(-c4cnn(C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7497,CC(Oc1cc(-n2cnc3cc(-c4ccccn4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7498,COc1cc2ncn(-c3cc(OC(C)c4ccccc4C(F)(F)F)c(C#N)s3)c2cc1OC
7499,CC(Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7500,CC(Oc1cc(-n2cnc3ccc(-c4ccccc4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7501,CC(Oc1cc(-n2cnc3cc(-c4ccccc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7502,CC(Oc1cc(-n2cnc3ccc(-c4cccnc4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7503,CC(Oc1cc(-n2cnc3cc(-c4cccnc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7504,CC(Oc1cc(-n2cnc3cc(-c4cnc(N)nc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7505,CC(Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7506,CC(Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7508,Cc1cc(-c2ccc3c(c2)ncn3-c2cc(OC(C)c3ccccc3C(F)(F)F)c(C(N)=O)s2)ccn1
7509,CC(Oc1cc(-n2cnc3ccc(-c4ccncc4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7510,CC(Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7511,CC(Oc1cc(-n2cnc3cc(-c4ccnc(N)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7512,CC(Oc1cc(-n2cnc3ccccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7513,CC(Oc1cc(-n2cnc3cc(-c4cccs4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7514,CC(Oc1cc(-n2cnc3cc(-c4ccnc(N5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7515,CC(Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7516,CC(Oc1cc(-n2cnc3cc(-c4ccc[nH]4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7517,COc1ccc2ncn(-c3cc(OC(C)c4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1
7518,CC(Oc1cc(-n2cnc3cc(-c4cn[nH]c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7519,N#Cc1cnn2c1nc(N1CCOCC1)c1ccccc12
7520,N#Cc1c(-c2ccccc2C(=O)NCCN2CCCCC2)cc(-c2ccccc2O)nc1N
7521,CC(C)(C)c1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1
7522,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1-c1ccc(F)cc1
7523,COc1ccccc1-c1ccccc1C(=O)NCCc1c[nH]c2ccccc12
7524,COc1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1
7525,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1
7526,CN1C(=C(C#N)C(C#N)=C2Sc3ccccc3N2C)Sc2ccccc21
7527,O=C(O)[PH](=O)(=O)O
7528,O=[PH](=O)(O)O
7529,CCNc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OCC(N)Cc1ccccc1
7530,CCN(C)C(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
7531,Cc1ccc(C(=O)CCl)s1
7532,Cc1ccc(-c2cc(-c3cc(Br)ccc3O)[nH]c(=O)c2C#N)s1
7533,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC
7534,CN1CCN(CC(=O)N(C)c2ccc(N=C(c3ccccc3)c3c(O)[nH]c4ccccc34)cc2)CC1
7535,COc1cc2ncnc(N3CCN(CC(=O)N(C)c4ccccc4)CC3)c2cc1OC
7536,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
7537,Cc1ccc(-c2ccnc(N(C)c3ccc(S(N)(=O)=O)cc3)n2)s1
7538,CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
7539,COC(=O)CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
7540,CC(=O)OCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
7541,CCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
7542,CNc1nc2oc(-c3ccccc3)nc2c2c1ncn2C
7543,CC1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23
7544,CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23
7545,O=c1cc(-c2ccc3c(=O)nc4cc(C(O)NCCCN5CCCC5)ccc4nc3c2)cc[nH]1
7546,CC1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23
7547,CC1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23
7548,Cc1ccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)s1
7549,NC(=O)c1nc(-c2ccccc2)oc1N
7550,CC1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23
7551,CC1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23
7552,CC1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23
7554,Clc1c[nH]c2ncnc(N3CCc4[nH]cnc4C3)c12
7555,c1nc(N2CCc3[nH]cnc3C2)c2cc[nH]c2n1
7556,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
7557,Cc1ccc(-n2ccc3nnn(C(C)c4ccc5ncccc5c4)c3c2=O)s1
7558,CC1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C(N)=NO)cn1c23
7559,CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C(N)=NO)cn1c23
7560,CC1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23
7561,CC1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C#N)cn1c23
7562,CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C#N)cn1c23
7563,CC1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23
7564,CC1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23
7565,CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23
7566,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCC(C)CC1
7567,COC(=O)C=C1C=C2OC(C1)CC(C(C)O)OC(=O)CC(O)CC1CC(OC(=O)C(C)(C)C)C(C)(C)C(O)(CC3C=C(CC(=O)OC)CC(C=CC2(C)C)O3)O1
7569,Cc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1
7570,CC(=O)Nc1nc2ccc(F)cc2s1
7571,O=C(Cc1cccs1)Nc1nc2ccccc2s1
7572,Nc1nccc(-c2ccccc2)n1
7573,CC(Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccnc(N)n4)ccc3c12)C(C)(C)C
7574,COc1ccc2c(c1)CC(c1nc3cc(-c4ccnc(N)n4)ccc3[nH]1)CO2
7575,Nc1nccc(-c2ccc3[nH]c(C4COc5ccc(C(=O)NC6CC6)cc5C4)nc3c2)n1
7576,COc1ccc2c(c1)CC(c1nc3c(F)cc(-c4ccnc(N)n4)cc3[nH]1)CO2
7577,Nc1nccc(-c2ccc3[nH]c(C4COc5ccccc5C4)nc3c2)n1
7578,Nc1nccc(-c2ccc3[nH]c(C4COc5ccc(F)cc5C4)nc3c2)n1
7579,COC(=O)c1ccc2c(c1)CC(c1nc3cc(-c4ccnc(N)n4)ccc3[nH]1)CO2
7580,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1
7581,Nc1nccc(-c2ccc3nc(C4COc5ccccc5C4)sc3c2)n1
7582,COc1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2
7583,Nc1nccc(-c2ccc3nc(C4COc5ccccc5C4)oc3c2)n1
7584,Nc1nccc(-c2ccc3nc(C4COc5ccc(F)cc5C4)oc3c2)n1
7585,Cc1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2
7586,COC(=O)c1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2
7587,Nc1nccc(-c2ccc3c(N)[nH]nc3c2)n1
7588,CC(Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
7589,CC(Nc1nccc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)n1)c1ccccc1
7590,Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1
7591,Nc1nccc(-c2ccc3[nH]c(C4CNCC4c4ccccc4)nc(=O)c3c2)n1
7592,CC(C)Oc1ccc2c(c1)CC(c1nc3cc(-c4ccnc(N)n4)ccc3[nH]1)CO2
7593,CC(C)Oc1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2
7594,COc1cccc2cc(C(=O)c3cc4ccccc4[nH]3)[nH]c12
7595,COc1cccc2cc(C(=O)c3cc4cc(O)ccc4[nH]3)[nH]c12
7596,COc1ccc2[nH]c(-c3[nH]ncc3C=Cc3cccnc3)nc2c1
7597,COc1ccc2[nH]c(-c3[nH]ncc3C=Cc3cncc4ccccc34)nc2c1
7598,COc1ccc2[nH]cc(C3=C(c4cc(OC)c(OC)c(OC)c4)C(=O)NC3=O)c2c1
7599,COc1ccc(NC(=O)CSc2ccc(-c3cccnc3)nn2)c(OC)c1
7600,COc1ccc(NC(=O)c2csc(-c3cccnc3)n2)c(OC)c1
7601,COc1ccc2sc(SCC(=O)Nc3ncc(Br)s3)nc2c1
7602,CCn1c(-c2nonc2N)nc2cc(OC)ccc21
7603,COc1ccc2[nH]c3c(c2c1)C(C)(C)CN(C)C3=O
7604,COc1ccc(Nc2ncnc3[nH]cnc23)c(OC)c1
7605,COc1ccc(NC(=O)CSc2ccc(-c3ccco3)nn2)c(OC)c1
7606,COc1cccc(C(=O)Nc2cc(Cl)cc3c2[nH]c2cnccc23)c1
7607,COc1ccc2cc(C(=O)c3cc4ccc(OC)cc4o3)oc2c1
7608,COc1ccc2cc[nH]c(=NC(=N)N)c2c1
7609,COc1ccc2oc(-c3ccc([N+](=O)[O-])cc3)c(C(=O)O)c(=O)c2c1
7610,COc1ccc2cc(CCC(C)=O)ccc2c1
7611,COc1ccc2[nH]c3cnccc3c2c1
7612,COc1ccc2c(c1)ncn2-c1ccccc1
7613,COc1ccc2cc(-c3[nH]nc4ccccc34)[nH]c2c1
7614,COc1ccc2cc(C(=O)c3cc4cc(O)ccc4[nH]3)[nH]c2c1
7615,COc1ccc(N2NC(=O)C(=Cc3cccc(OC)c3)C2=O)cc1
7616,COc1cccc(C(=O)OCC2(CO)CC(=CCC(C(C)C)C(C)C)C(=O)O2)c1
7618,COc1ccc2[nH]c(CC(CC(=O)O)c3ccc(Cl)cc3)nc2c1
7619,COc1cccc(C(C)NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1
7621,COc1ccc2c(C3=C(c4c[nH]c5cc(OC)ccc45)C(=O)NC3=O)c[nH]c2c1
7622,COc1ccc2cc(-c3[nH]nc4cccnc34)[nH]c2c1
7623,COc1ccc2c(c1)nc(Nc1c(C)cccc1Cl)c1cncn12
7624,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3C)cc2)c1
7625,COc1ccc2cc(C(C)C(=O)O)ccc2c1
7626,COc1ccc2[nH]c3c(c2c1)C(C)(C)CNC3
7627,COc1ccc2oc3ncc(OC)c(-c4ccccc4)c3c2c1
7628,COc1ccc2[nH]c3c(=O)[nH]nc(C)c3c2c1
7629,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc([N+](=O)[O-])c1
7630,COc1ccc2cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c3c2c1)OCO4
7631,COc1ccc2cc(CC(=O)O)ccc2c1
7632,COC(=O)c1nccc2c1[nH]c1ccc(OC)cc12
7633,COc1ccc2[nH]c3c(C(=O)O)nccc3c2c1
7634,COc1ccc(OC)c(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1
7635,COc1ccc2c(c1)c1c(n2C)C(=O)NCC1(C)C
7636,COc1ccc2c(c1)[nH]c1c(C)nccc12
7637,COc1ccc2c(=O)c(C(=O)O)c(-c3ccc(O)cc3)oc2c1
7638,COc1ccc2c(=O)c(C(=O)O)c(-c3ccc([N+](=O)[O-])cc3)oc2c1
7639,COc1ccc2c(c1)oc1c(N)ncnc12
7640,COc1ccc2cc(-c3[nH]nc4cc(F)ccc34)[nH]c2c1
7641,C=c1c(CCC(=O)O)c[nH]c1=Cc1c(O)[nH]c2cc(OC)ccc12
7642,COc1ccc2c(c1)c1ccnc(C)c1n2CCCCN
7643,COc1cccc(C(=O)c2sc(NC(C)C)nc2N)c1
7644,COc1ccc2c(c1)Cc1c(NCc3c(C)cccc3Cl)n[nH]c1-2
7645,c1cc(CCc2ccncc2)ccn1
7646,CC(C)C(Br)C(=O)NC(N)=O
7647,N#Cc1c(N)nc(SCc2ccncc2)c(C#N)c1-c1cccs1
7648,Cc1cccc(C)c1NC(=O)C(C)N
7649,NNC(=O)C(N)Cc1ccc(O)cc1
7650,Cn1c(=O)c(Oc2cccc(F)c2)cc2cnc(NC3CCOCC3)nc21
7651,Nc1nccn2c(C3CCC3)nc(-c3ccc(Oc4cccc(F)c4)cc3)c12
7652,COCCOc1cc2ncnc(NC3=CC(=O)C(Oc4cccc(F)c4)=CC3=O)c2cc1OC
7653,CC(O)(C(=O)Nc1ccccc1Cl)C(F)(F)F
7656,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1
7657,CN(C(=O)c1ccccc1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)s1)n2CCC(N)=O
7658,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
7659,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
7660,Fc1ccc(-c2nc3n(c2-c2ccnc(NC4CCC4)n2)C(Cn2ccnc2)CC3)cc1
7661,CC(=O)O
7662,O=C(O)C(=O)O
7663,NS(=O)(=O)c1ccc(N=Nc2c(O)[nH]c3ccc(O)cc23)cc1
7664,O=Nc1c(-c2c(O)[nH]c3ccc([N+](=O)[O-])cc23)[nH]c2ccc(O)cc12
7665,O=Nc1c(-c2c(O)[nH]c3ccc(Cl)cc23)[nH]c2ccc(O)cc12
7666,CC(C)c1nc2oc3c(NCC4CCCO4)ncnc3c2c2c1COC(C)(C)C2
7667,CC(C)c1nc2oc3c(=O)[nH]cnc3c2c2c1COC(C)(C)C2
7668,COc1ncnc2c1oc1nc(C(C)C)c3c(c12)CC(C)(C)OC3
7669,CC(C)c1nc2oc3c(NCCO)ncnc3c2c2c1COC(C)(C)C2
7670,OC1CCC(Nc2ncc(C(F)(F)F)c(NC34CC5CC(CC(O)(C5)C3)C4)n2)CC1
7671,O=c1cc(O)[nH]n1-c1cccc(Cl)c1
7672,Cc1cccc(-c2nc(NC(=O)NOc3ccccc3)cs2)c1
7673,O=C(Nc1csc(-c2ccccc2)n1)NN1CCOCC1
7674,Cc1cccc(-c2nc(NC(=O)NN3CCOCC3)cs2)c1
7675,O=C(Nc1csc(-c2cccs2)n1)NN1CCOCC1
7676,O=C(Nc1csc(-c2ccc(Cl)cc2)n1)NN1CCOCC1
7677,Cc1ccc(-c2nc(NC(=O)NN3CCOCC3)cs2)cc1
7678,O=C(Nc1ccccn1)Nc1csc(-c2ccncc2)n1
7679,CN1CCN(c2cccc(NC(=O)Nc3csc(-c4ccncc4)n3)n2)CC1
7680,O=C(NOc1ccccc1)Nc1csc(-c2ccccc2)n1
7681,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O
7682,Cc1n[nH]c(-c2sccc2NC(=O)Cc2cccc3ccccc23)n1
7683,CCCn1cnc2c(NCCCCCCO)nc(Cl)nc21
7684,CC(C)=CCNc1nc(Cl)nc2c1ncn2C
7685,Cn1cnc2c(NCCCCCCO)nc(Cl)nc21
7686,Cn1cnc2c(NCc3cccnc3)nc(Cl)nc21
7687,CCn1cnc2c(NCCc3ccccc3)nc(Cl)nc21
7688,Cn1cnc2c(NCCc3ccccc3)nc(Cl)nc21
7689,ClCCCCNc1nc(Cl)nc2[nH]cnc12
7690,N#CCCCNc1nc(Cl)nc2[nH]cnc12
7691,COCCNc1nc(Cl)nc2c1ncn2C
7692,CCCn1c(CC)nc([N+](=O)[O-])c1S(=O)(=O)c1ccccc1
7693,Cc1cc2c(C)c(Nc3c(C#N)cncc3C=Cc3ccccc3)ccc2[nH]1
7694,COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OC
7695,CCc1cc2c(NN=CC(C)(C)C)ncnc2s1
7696,CCn1c(=O)sn(C)c1=O
7697,COC(=O)c1c(CN2CCOCC2)c(=O)c2ccc(F)cc2n1-c1ccccc1
7698,O=c1[nH]c(CN2CCOCC2)nc2c1sc1ccc(Cl)cc12
7699,COc1ccc(OC)c(C(O)c2coc3ccc(O)c(CN4CCOCC4)c23)c1
7700,CC(C)(O)Cn1c(NC(=O)c2ccc(-c3cn[nH]c3)s2)nc2cc(CN3CCOCC3)ccc21
7701,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCOCC3)c(O)cc(O)c12
7702,NC(=O)c1ccc2c(-c3cc4cc(CN5CCOCC5)ccc4[nH]3)[nH]nc2c1
7703,c1cc(-c2ccc3c(-c4cc5cc(CN6CCOCC6)ccc5[nH]4)[nH]nc3c2)[nH]n1
7704,COC(=O)c1ccc2c(-c3cc4cc(CN5CCOCC5)ccc4[nH]3)[nH]nc2c1
7705,CC(Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(C)(=O)=O)n2C)c1ccccc1
7706,CC(Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(=O)(=O)c1ccccc1)n2C)c1ccccc1
7707,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
7708,COc1ccccc1NC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl
7709,COc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
7710,N#Cc1c(-c2cccc(N)c2)cc(-c2ccccc2O)nc1N
7711,COc1ccccc1Nc1ccnc(Nc2ccccc2OC)n1
7712,COc1ccccc1Nc1nccc(Nc2c(Cl)ccc3c2OCO3)n1
7713,CCOc1ccc(-c2cn(C3OCC(O)C3O)c3ncnc(Nc4ccccc4OC)c23)cc1
7714,COc1ccccc1Nc1ncc2c(n1)N1CCC(=O)N1C(c1c(Cl)cccc1Cl)=C2
7715,NC(Cc1cc(F)cc(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1
7716,COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N
7717,Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(C4CCCO4)nc4ccccc43)nc21
7718,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl
7719,CON=Cc1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2OC)c(Cl)c1
7720,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3OC)n1)CCN(CC(=O)N(C)C)CC2
7721,COc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12
7722,COc1ccccc1NC(=O)C(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1
7723,Cn1cc(-c2cnc(N)c(C(=O)NCc3cc(F)cc(F)c3)c2)cn1
7724,COc1ccccc1Nc1ncc(C#N)c(-c2ccccc2)n1
7725,COc1ccccc1Nc1nnc(-c2c(NCc3ccncc3)ncn2C)o1
7726,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2ccc(N(CC(=O)O)Cc3cc(F)cc(F)c3)cc21
7727,COc1ccccc1NC(=S)NCc1nc(Cl)cnc1N
7728,COc1ccccc1NC(=O)c1cc(Cl)c(OCCN)c(Cl)c1
7729,Cc1cccc(-c2nc(NCc3cc(F)cc(F)c3)sc2-c2ccc3ncnn3c2)n1
7730,COc1ccccc1NC(=O)Nc1ccc(-c2csc3c(-c4cnn(C)c4)cnc(N)c23)cc1
7731,COc1ccccc1NC(=O)c1cnn2ccccc12
7732,COc1ccccc1Nc1nc(NC2CCCCC2N)n2ccnc2c1C(N)=O
7733,COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1
7734,COc1ccccc1Nc1nc2c(-c3nc[nH]n3)cccc2c2sccc12
7735,COc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OC)c2)ccn1
7736,COc1ccccc1Nc1nccc(-n2ccnc2-c2ccccc2)n1
7737,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5OC)cc4F)c3s2)c1
7738,COc1ccccc1NC(=O)c1csc(-c2cccnc2)n1
7739,COc1ccccc1Nc1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1
7740,COc1ccc2c(c1)C(=O)c1ccc(Nc3ccccc3OC)cc1CC2
7741,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccccc2OC)c2cc[nH]c2n1
7742,O=c1[nH]ccc2nc(Nc3c(F)cc(F)cc3Cl)c3ccc(F)cc3c12
7743,COc1ccccc1Nc1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
7744,COc1cc2c(cc1NCCN(C)C)nc(Nc1c(F)cccc1Cl)c1cncn12
7745,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CC(C4CCOCC4)C3)n(C)c2n1
7746,COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1[nH]nc2ccc(Cc3cc(F)cc(F)c3)cc12
7747,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
7748,COc1ccccc1NC(=O)c1ccc(C)c(C#Cc2cnc3ccnn3c2)c1
7749,COc1ccccc1Nc1nccc(-c2c[nH]c3ncccc23)n1
7750,Cc1cc(Nc2nn(Cc3cc(F)cc(F)c3)c(=O)c3ccccc23)[nH]n1
7751,CC(C)c1nnc2ccc(C(=O)Cc3cc(F)cc(F)c3)cn12
7752,COc1ccccc1Nc1nc(N)n(-c2ccccn2)n1
7753,COc1ccccc1Nc1nc(N)n(-c2cc(NCCN(C)C)ncn2)n1
7754,COc1ccccc1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1
7755,COc1ccccc1Nc1ccc(=O)n(-c2ccccc2Cl)n1
7756,COc1ccccc1NC(=S)n1cc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)n1
7757,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3OC)nc1-2
7758,COc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2
7759,COc1ccccc1NC(=O)Nc1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3
7760,Nc1ncnc2c1c(-c1ccc3[nH]c(Cc4cc(F)cc(F)c4)nc3c1)nn2C1CCC(N2CCOCC2)CC1
7761,O=c1cc(-c2ccncc2)[nH]c(NCc2cc(F)cc(F)c2)n1
7762,COc1ccccc1NC(=O)CN1CCC(n2nnc3cc(F)ccc32)CC1
7763,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(C(C)(C)C)CC3)n(C)c2n1
7764,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CC4CC3CN4C3COC3)n(C)c2n1
7765,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(C(C)(C)C(N)=O)CC3)n(C)c2n1
7766,CN(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1
7767,COC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1
7768,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(S(C)(=O)=O)CC3)n(C)c2n1
7769,Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(C4CC4)nc4ccccc43)nc21
7770,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1
7771,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1
7772,CC(O)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1
7773,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C(=O)C(C)C)C3)n(C)c2n1
7774,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCN2
